2022-11-07 12:14:00 startup archives unpack
2022-11-07 12:28:32 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:36 startup archives unpack
2022-11-07 12:28:36 upgrade tar:amd64 1.29b-2ubuntu0.2 1.29b-2ubuntu0.3
2022-11-07 12:28:36 status half-configured tar:amd64 1.29b-2ubuntu0.2
2022-11-07 12:28:36 status unpacked tar:amd64 1.29b-2ubuntu0.2
2022-11-07 12:28:36 status half-installed tar:amd64 1.29b-2ubuntu0.2
2022-11-07 12:28:36 status triggers-pending mime-support:all 3.60ubuntu1
2022-11-07 12:28:36 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:36 status half-installed tar:amd64 1.29b-2ubuntu0.2
2022-11-07 12:28:36 status unpacked tar:amd64 1.29b-2ubuntu0.3
2022-11-07 12:28:36 status unpacked tar:amd64 1.29b-2ubuntu0.3
2022-11-07 12:28:36 startup packages configure
2022-11-07 12:28:36 configure tar:amd64 1.29b-2ubuntu0.3 <none>
2022-11-07 12:28:36 status unpacked tar:amd64 1.29b-2ubuntu0.3
2022-11-07 12:28:36 status unpacked tar:amd64 1.29b-2ubuntu0.3
2022-11-07 12:28:36 status half-configured tar:amd64 1.29b-2ubuntu0.3
2022-11-07 12:28:36 status installed tar:amd64 1.29b-2ubuntu0.3
2022-11-07 12:28:36 startup packages configure
2022-11-07 12:28:36 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:36 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:37 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:37 trigproc mime-support:all 3.60ubuntu1 <none>
2022-11-07 12:28:37 status half-configured mime-support:all 3.60ubuntu1
2022-11-07 12:28:38 status installed mime-support:all 3.60ubuntu1
2022-11-07 12:28:42 startup archives unpack
2022-11-07 12:28:42 upgrade tcpdump:amd64 4.9.3-0ubuntu0.18.04.1 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 status half-configured tcpdump:amd64 4.9.3-0ubuntu0.18.04.1
2022-11-07 12:28:42 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.18.04.1
2022-11-07 12:28:42 status half-installed tcpdump:amd64 4.9.3-0ubuntu0.18.04.1
2022-11-07 12:28:42 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:42 status half-installed tcpdump:amd64 4.9.3-0ubuntu0.18.04.1
2022-11-07 12:28:42 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 startup packages configure
2022-11-07 12:28:42 configure tcpdump:amd64 4.9.3-0ubuntu0.18.04.2 <none>
2022-11-07 12:28:42 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 status half-configured tcpdump:amd64 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 status installed tcpdump:amd64 4.9.3-0ubuntu0.18.04.2
2022-11-07 12:28:42 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:42 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:43 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:47 startup archives unpack
2022-11-07 12:28:47 upgrade thunderbird-locale-en-us:all 1:68.10.0+build1-0ubuntu0.18.04.1 1:102.2.2+build1-0ubuntu0.18.04.1
2022-11-07 12:28:47 status half-configured thunderbird-locale-en-us:all 1:68.10.0+build1-0ubuntu0.18.04.1
2022-11-07 12:28:47 status unpacked thunderbird-locale-en-us:all 1:68.10.0+build1-0ubuntu0.18.04.1
2022-11-07 12:28:47 status half-installed thunderbird-locale-en-us:all 1:68.10.0+build1-0ubuntu0.18.04.1
2022-11-07 12:28:48 status half-installed thunderbird-locale-en-us:all 1:68.10.0+build1-0ubuntu0.18.04.1
2022-11-07 12:28:48 status unpacked thunderbird-locale-en-us:all 1:102.2.2+build1-0ubuntu0.18.04.1
2022-11-07 12:28:48 status unpacked thunderbird-locale-en-us:all 1:102.2.2+build1-0ubuntu0.18.04.1
2022-11-07 12:28:48 startup packages configure
2022-11-07 12:28:48 configure thunderbird-locale-en-us:all 1:102.2.2+build1-0ubuntu0.18.04.1 <none>
2022-11-07 12:28:48 status unpacked thunderbird-locale-en-us:all 1:102.2.2+build1-0ubuntu0.18.04.1
2022-11-07 12:28:48 status half-configured thunderbird-locale-en-us:all 1:102.2.2+build1-0ubuntu0.18.04.1
2022-11-07 12:28:48 status installed thunderbird-locale-en-us:all 1:102.2.2+build1-0ubuntu0.18.04.1
2022-11-07 12:28:53 startup archives unpack
2022-11-07 12:28:54 upgrade tzdata:all 2021a-0ubuntu0.18.04 2022f-0ubuntu0.18.04.0
2022-11-07 12:28:54 status half-configured tzdata:all 2021a-0ubuntu0.18.04
2022-11-07 12:28:54 status unpacked tzdata:all 2021a-0ubuntu0.18.04
2022-11-07 12:28:54 status half-installed tzdata:all 2021a-0ubuntu0.18.04
2022-11-07 12:28:55 status half-installed tzdata:all 2021a-0ubuntu0.18.04
2022-11-07 12:28:55 status unpacked tzdata:all 2022f-0ubuntu0.18.04.0
2022-11-07 12:28:55 status unpacked tzdata:all 2022f-0ubuntu0.18.04.0
2022-11-07 12:28:55 startup packages configure
2022-11-07 12:28:55 configure tzdata:all 2022f-0ubuntu0.18.04.0 <none>
2022-11-07 12:28:55 status unpacked tzdata:all 2022f-0ubuntu0.18.04.0
2022-11-07 12:28:55 status half-configured tzdata:all 2022f-0ubuntu0.18.04.0
2022-11-07 12:28:55 status installed tzdata:all 2022f-0ubuntu0.18.04.0
2022-11-07 12:29:00 startup archives unpack
2022-11-07 12:29:01 upgrade unzip:amd64 6.0-21ubuntu1.1 6.0-21ubuntu1.2
2022-11-07 12:29:01 status half-configured unzip:amd64 6.0-21ubuntu1.1
2022-11-07 12:29:01 status unpacked unzip:amd64 6.0-21ubuntu1.1
2022-11-07 12:29:01 status half-installed unzip:amd64 6.0-21ubuntu1.1
2022-11-07 12:29:01 status triggers-pending mime-support:all 3.60ubuntu1
2022-11-07 12:29:01 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:01 status half-installed unzip:amd64 6.0-21ubuntu1.1
2022-11-07 12:29:01 status unpacked unzip:amd64 6.0-21ubuntu1.2
2022-11-07 12:29:01 status unpacked unzip:amd64 6.0-21ubuntu1.2
2022-11-07 12:29:01 startup packages configure
2022-11-07 12:29:01 configure unzip:amd64 6.0-21ubuntu1.2 <none>
2022-11-07 12:29:01 status unpacked unzip:amd64 6.0-21ubuntu1.2
2022-11-07 12:29:01 status half-configured unzip:amd64 6.0-21ubuntu1.2
2022-11-07 12:29:01 status installed unzip:amd64 6.0-21ubuntu1.2
2022-11-07 12:29:01 trigproc mime-support:all 3.60ubuntu1 <none>
2022-11-07 12:29:01 status half-configured mime-support:all 3.60ubuntu1
2022-11-07 12:29:01 status installed mime-support:all 3.60ubuntu1
2022-11-07 12:29:01 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:01 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:02 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:05 startup archives unpack
2022-11-07 12:29:05 upgrade wireless-regdb:all 2020.11.20-0ubuntu1~18.04.1 2022.06.06-0ubuntu1~18.04.1
2022-11-07 12:29:05 status half-configured wireless-regdb:all 2020.11.20-0ubuntu1~18.04.1
2022-11-07 12:29:05 status unpacked wireless-regdb:all 2020.11.20-0ubuntu1~18.04.1
2022-11-07 12:29:05 status half-installed wireless-regdb:all 2020.11.20-0ubuntu1~18.04.1
2022-11-07 12:29:05 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:05 status half-installed wireless-regdb:all 2020.11.20-0ubuntu1~18.04.1
2022-11-07 12:29:05 status unpacked wireless-regdb:all 2022.06.06-0ubuntu1~18.04.1
2022-11-07 12:29:05 status unpacked wireless-regdb:all 2022.06.06-0ubuntu1~18.04.1
2022-11-07 12:29:05 startup packages configure
2022-11-07 12:29:05 configure wireless-regdb:all 2022.06.06-0ubuntu1~18.04.1 <none>
2022-11-07 12:29:05 status unpacked wireless-regdb:all 2022.06.06-0ubuntu1~18.04.1
2022-11-07 12:29:05 status half-configured wireless-regdb:all 2022.06.06-0ubuntu1~18.04.1
2022-11-07 12:29:05 status installed wireless-regdb:all 2022.06.06-0ubuntu1~18.04.1
2022-11-07 12:29:05 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:05 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:06 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:09 startup archives unpack
2022-11-07 12:29:09 upgrade xserver-common:all 2:1.19.6-1ubuntu4.8 2:1.19.6-1ubuntu4.11
2022-11-07 12:29:09 status half-configured xserver-common:all 2:1.19.6-1ubuntu4.8
2022-11-07 12:29:09 status unpacked xserver-common:all 2:1.19.6-1ubuntu4.8
2022-11-07 12:29:09 status half-installed xserver-common:all 2:1.19.6-1ubuntu4.8
2022-11-07 12:29:09 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:09 status half-installed xserver-common:all 2:1.19.6-1ubuntu4.8
2022-11-07 12:29:09 status unpacked xserver-common:all 2:1.19.6-1ubuntu4.11
2022-11-07 12:29:09 status unpacked xserver-common:all 2:1.19.6-1ubuntu4.11
2022-11-07 12:29:09 startup packages configure
2022-11-07 12:29:09 configure xserver-common:all 2:1.19.6-1ubuntu4.11 <none>
2022-11-07 12:29:09 status unpacked xserver-common:all 2:1.19.6-1ubuntu4.11
2022-11-07 12:29:09 status half-configured xserver-common:all 2:1.19.6-1ubuntu4.11
2022-11-07 12:29:09 status installed xserver-common:all 2:1.19.6-1ubuntu4.11
2022-11-07 12:29:09 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:09 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:10 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:14 startup archives unpack
2022-11-07 12:29:14 upgrade xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:14 status half-configured xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:14 status unpacked xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:14 status half-installed xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:14 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:14 status half-installed xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:15 status unpacked xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:15 status unpacked xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:15 startup packages configure
2022-11-07 12:29:15 configure xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7 <none>
2022-11-07 12:29:15 status unpacked xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:15 status half-configured xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:15 status installed xserver-xorg-core-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:15 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:15 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:16 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:19 startup archives unpack
2022-11-07 12:29:20 upgrade xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:20 status half-configured xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:20 status unpacked xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:20 status half-installed xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:20 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:20 status half-installed xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.4
2022-11-07 12:29:20 status unpacked xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:20 status unpacked xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:20 startup packages configure
2022-11-07 12:29:20 configure xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7 <none>
2022-11-07 12:29:20 status unpacked xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:20 status half-configured xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:20 status installed xserver-xorg-legacy-hwe-18.04:amd64 2:1.20.8-2ubuntu2.2~18.04.7
2022-11-07 12:29:20 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:20 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:21 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:25 startup archives unpack
2022-11-07 12:29:25 upgrade xxd:amd64 2:8.0.1453-1ubuntu1.4 2:8.0.1453-1ubuntu1.9
2022-11-07 12:29:25 status half-configured xxd:amd64 2:8.0.1453-1ubuntu1.4
2022-11-07 12:29:25 status unpacked xxd:amd64 2:8.0.1453-1ubuntu1.4
2022-11-07 12:29:25 status half-installed xxd:amd64 2:8.0.1453-1ubuntu1.4
2022-11-07 12:29:25 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:25 status half-installed xxd:amd64 2:8.0.1453-1ubuntu1.4
2022-11-07 12:29:25 status unpacked xxd:amd64 2:8.0.1453-1ubuntu1.9
2022-11-07 12:29:25 status unpacked xxd:amd64 2:8.0.1453-1ubuntu1.9
2022-11-07 12:29:25 startup packages configure
2022-11-07 12:29:25 configure xxd:amd64 2:8.0.1453-1ubuntu1.9 <none>
2022-11-07 12:29:25 status unpacked xxd:amd64 2:8.0.1453-1ubuntu1.9
2022-11-07 12:29:25 status half-configured xxd:amd64 2:8.0.1453-1ubuntu1.9
2022-11-07 12:29:25 status installed xxd:amd64 2:8.0.1453-1ubuntu1.9
2022-11-07 12:29:25 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:25 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:26 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:30 startup archives unpack
2022-11-07 12:29:30 upgrade xz-utils:amd64 5.2.2-1.3 5.2.2-1.3ubuntu0.1
2022-11-07 12:29:30 status half-configured xz-utils:amd64 5.2.2-1.3
2022-11-07 12:29:30 status unpacked xz-utils:amd64 5.2.2-1.3
2022-11-07 12:29:30 status half-installed xz-utils:amd64 5.2.2-1.3
2022-11-07 12:29:30 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:30 status half-installed xz-utils:amd64 5.2.2-1.3
2022-11-07 12:29:30 status unpacked xz-utils:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:29:30 status unpacked xz-utils:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:29:30 startup packages configure
2022-11-07 12:29:30 configure xz-utils:amd64 5.2.2-1.3ubuntu0.1 <none>
2022-11-07 12:29:30 status unpacked xz-utils:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:29:30 status half-configured xz-utils:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:29:30 status installed xz-utils:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:29:30 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:30 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:31 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:35 startup archives unpack
2022-11-07 12:29:35 upgrade zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2 1:1.2.11.dfsg-0ubuntu2.2
2022-11-07 12:29:35 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:29:35 status half-configured zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2
2022-11-07 12:29:35 status unpacked zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2
2022-11-07 12:29:35 status half-installed zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2
2022-11-07 12:29:35 status half-installed zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2
2022-11-07 12:29:35 status unpacked zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2.2
2022-11-07 12:29:35 status unpacked zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2.2
2022-11-07 12:29:35 startup packages configure
2022-11-07 12:29:35 configure zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2.2 <none>
2022-11-07 12:29:35 status unpacked zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2.2
2022-11-07 12:29:35 status half-configured zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2.2
2022-11-07 12:29:35 status installed zlib1g:amd64 1:1.2.11.dfsg-0ubuntu2.2
2022-11-07 12:29:35 startup packages configure
2022-11-07 12:29:35 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:29:35 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:29:35 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:29:39 startup archives unpack
2022-11-07 12:29:39 upgrade apport:all 2.20.9-0ubuntu7.23 2.20.9-0ubuntu7.28
2022-11-07 12:29:39 status half-configured apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:39 status unpacked apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:39 status half-installed apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:39 status triggers-pending systemd:amd64 237-3ubuntu10.45
2022-11-07 12:29:39 status triggers-pending ureadahead:amd64 0.100.0-21
2022-11-07 12:29:39 status triggers-pending hicolor-icon-theme:all 0.17-2
2022-11-07 12:29:39 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:39 status half-installed apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 startup packages configure
2022-11-07 12:29:40 configure apport:all 2.20.9-0ubuntu7.28 <none>
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status unpacked apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:40 status half-configured apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:41 status installed apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:41 trigproc hicolor-icon-theme:all 0.17-2 <none>
2022-11-07 12:29:41 status half-configured hicolor-icon-theme:all 0.17-2
2022-11-07 12:29:41 status installed hicolor-icon-theme:all 0.17-2
2022-11-07 12:29:41 trigproc ureadahead:amd64 0.100.0-21 <none>
2022-11-07 12:29:41 status half-configured ureadahead:amd64 0.100.0-21
2022-11-07 12:29:41 status installed ureadahead:amd64 0.100.0-21
2022-11-07 12:29:41 trigproc systemd:amd64 237-3ubuntu10.45 <none>
2022-11-07 12:29:41 status half-configured systemd:amd64 237-3ubuntu10.45
2022-11-07 12:29:41 status installed systemd:amd64 237-3ubuntu10.45
2022-11-07 12:29:41 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:29:41 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:42 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:46 startup archives unpack
2022-11-07 12:29:46 upgrade apport-gtk:all 2.20.9-0ubuntu7.23 2.20.9-0ubuntu7.28
2022-11-07 12:29:46 status half-configured apport-gtk:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:46 status unpacked apport-gtk:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:46 status half-installed apport-gtk:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:46 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:29:46 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:29:46 status triggers-pending mime-support:all 3.60ubuntu1
2022-11-07 12:29:46 status half-installed apport-gtk:all 2.20.9-0ubuntu7.23
2022-11-07 12:29:46 status unpacked apport-gtk:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:46 status unpacked apport-gtk:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:46 startup packages configure
2022-11-07 12:29:46 configure apport-gtk:all 2.20.9-0ubuntu7.28 <none>
2022-11-07 12:29:46 status unpacked apport-gtk:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:46 status half-configured apport-gtk:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:46 status installed apport-gtk:all 2.20.9-0ubuntu7.28
2022-11-07 12:29:46 trigproc mime-support:all 3.60ubuntu1 <none>
2022-11-07 12:29:46 status half-configured mime-support:all 3.60ubuntu1
2022-11-07 12:29:46 status installed mime-support:all 3.60ubuntu1
2022-11-07 12:29:46 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2022-11-07 12:29:46 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:29:46 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:29:46 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2022-11-07 12:29:46 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:29:46 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:29:50 startup archives unpack
2022-11-07 12:29:50 upgrade aspell:amd64 0.60.7~20110707-4ubuntu0.1 0.60.7~20110707-4ubuntu0.2
2022-11-07 12:29:50 status half-configured aspell:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status unpacked aspell:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status half-installed aspell:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:29:50 status half-installed aspell:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status unpacked aspell:amd64 0.60.7~20110707-4ubuntu0.2
2022-11-07 12:29:50 status unpacked aspell:amd64 0.60.7~20110707-4ubuntu0.2
2022-11-07 12:29:50 upgrade libaspell15:amd64 0.60.7~20110707-4ubuntu0.1 0.60.7~20110707-4ubuntu0.2
2022-11-07 12:29:50 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:29:50 status half-configured libaspell15:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status unpacked libaspell15:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status half-installed libaspell15:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status half-installed libaspell15:amd64 0.60.7~20110707-4ubuntu0.1
2022-11-07 12:29:50 status unpacked libaspell15:amd64 0.60.7~20110707-4ubuntu0.2
2022-11-07 12:29:50 status unpacked libaspell15:amd64 0.60.7~20110707-4ubuntu0.2
2022-11-07 12:29:50 startup packages configure
